user_id,content_id,ResolvedScore
U67052,N50775,2
U67052,N53572,3
U67052,N53767,2
U67052,N58098,3
U67052,N58641,-4
U67052,N5940,-3
U67052,N61007,3
U67052,N62365,2
U67052,N6400,-4
U67052,N6916,-4
U67052,N9151,4
U67052,N9798,4
U67185,N13887,-3
U67185,N19594,4
U67185,N20136,3
U67185,N3168,-3
U67185,N32986,-4
U67185,N33507,4
U67185,N42180,-3
U67185,N45314,-4
U67185,N46749,3
U67185,N4733,-3
U67185,N5507,5
U67185,N59933,-4
U67185,N60671,-3
U67185,N60675,5
U67185,N60724,2
U67185,N6950,-4
U67185,N7247,-3
U68166,N20036,4
U68166,N2028,-4
U68166,N22161,5
U68166,N26421,2
U68166,N30290,2
U68166,N31958,-3
U68166,N3301,4
U68166,N36779,3
U68166,N39374,-3
U68166,N4189,4
U68166,N42767,4
U68166,N4355,-4
U68166,N46917,-3
U68166,N5123,3
U68166,N57265,5
U68166,N5940,3
U68166,N60939,2
U68166,N64442,-3
U68473,N12912,2
U68473,N19495,-3
U68473,N29862,5
U68473,N34561,-4
U68473,N38394,4
U68473,N41298,5
U68473,N50775,-3
U68473,N53572,-3
U68473,N56514,-3
U68473,N60985,3
U68473,N6400,-4
U68473,N64467,5
U68473,N8548,-4
U69009,N13556,3
U69009,N14340,-3
U69009,N19685,4
U69009,N20036,-3
U69009,N30290,5
U69009,N31958,3
U69009,N36779,4
U69009,N36940,2
U69009,N42373,-3
U69009,N42767,5
U69009,N43019,5
U69009,N44399,-3
U69009,N46917,-3
U69009,N50055,2
U69009,N53242,-3
U69009,N5940,3
U69020,N14114,-3
U69020,N20036,4
U69020,N2203,3
U69020,N27448,4
U69020,N29862,2
U69020,N31141,-4
U69020,N31958,3
U69020,N37047,-3
U69020,N37352,2
U69020,N40640,3
U69020,N4593,-4
U69020,N49285,-4
U69020,N50775,5
U69020,N51396,-4
U69020,N52536,5
U69020,N52850,5
U69020,N53572,5
U69020,N54225,5
U69666,N26754,2
U69666,N50135,3
U69893,N13137,-3
U69893,N29862,4
U69893,N32573,5
U69893,N33276,4
U69893,N52850,3
U69893,N53572,5
U70536,N13408,-3
U70536,N16630,5
U70536,N18347,-4
U70536,N19990,-4
U70536,N21493,3
U70536,N23971,-3
U70536,N25518,-4
U70536,N2782,-3
U70536,N30199,4
U70536,N30290,2
U70536,N30621,5
U70536,N31958,2
U70536,N32443,-3
U70536,N35022,5
U70536,N36779,4
U70536,N37131,-4
U70536,N37352,5
U70536,N40493,2
U70536,N41375,5
U70536,N42844,-4
U70536,N47383,-3
U70536,N49285,-4
U70536,N50775,2
U70536,N53283,2
U70536,N53572,3
U70536,N54850,-3
U70536,N58098,4
U70536,N5940,3
U70536,N62365,4
U70536,N6916,-4
U70536,N996,-3
U72889,N12841,4
U72889,N17419,-4
U72889,N22831,5
U72889,N26510,-3
U72889,N27742,5
U72889,N27911,2
U72889,N28237,3
U72889,N29363,4
U72889,N29453,-3
U72889,N31289,3
U72889,N3365,3
U72889,N42603,-4
U72889,N45523,3
U72889,N48564,5
U72889,N53687,-3
U72889,N57804,-3
U72889,N7330,-4
U72889,N8455,-4
U7475,N11930,-3
U7475,N12446,-4
U7475,N13408,4
U7475,N16954,5
U7475,N1952,-4
U7475,N19990,-4
U7475,N20477,-3
U7475,N26485,2
U7475,N30290,4
U7475,N31958,2
U7475,N33397,5
U7475,N33507,4
U7475,N36779,3
U7475,N37352,3
U7475,N42844,-4
U7475,N45289,-4
U7475,N47383,4
U7475,N49285,-4
U7475,N50775,5
U7475,N53572,5
U7475,N58098,4
U7475,N5940,4
U7475,N60724,-3
U7475,N62365,-3
U7475,N6916,-4
U75756,N1169,4
U75756,N11930,4
U75756,N12883,-4
U75756,N13408,4
U75756,N14385,-3
U75756,N18285,-4
U75756,N20036,-3
U75756,N20187,-4
U75756,N24409,5
U75756,N27738,5
U75756,N30290,3
U75756,N31958,-3
U75756,N34981,4
U75756,N35094,-4
U75756,N35216,5
U75756,N35389,-4
U75756,N36019,3
U75756,N36779,4
U75756,N36786,-3
U75756,N36940,4
U75756,N41946,-3
U75756,N42844,-4
U75756,N43061,-3
U75756,N43142,-4
U75756,N45033,4
U75756,N46976,-3
U75756,N51793,2
U75756,N58098,2
U75756,N5940,4
U75756,N60799,4
U75756,N6638,3
U75756,N6916,-4
U75794,N15185,-4
U75794,N19990,-4
U75794,N20036,-3
U75794,N23377,3
U75794,N26815,-3
U75794,N30290,-3
U75794,N31958,4
U75794,N36027,3
U75794,N36779,4
U75794,N41226,-4
U75794,N49285,-4
U75794,N53572,5
U76273,N13408,5
U76273,N1603,3
U76273,N19990,-4
U76273,N20036,4
U76273,N2231,-3
U76273,N23554,-3
U76273,N27759,-4
U76273,N30290,-3
U76273,N31958,5
U76273,N32109,4
U76273,N35710,4
U76273,N36779,2
U76273,N42620,3
U76273,N45794,-4
U76273,N45999,5
U76273,N46976,3
U76273,N49731,5
U76273,N51706,5
U76273,N53283,5
U76273,N54522,3
U76273,N56514,3
U76273,N57812,5
U76273,N58090,-4
U76273,N5940,5
U76273,N60184,-4
U76273,N60985,2
U76273,N6638,5
U76273,N9226,2
U76400,N20036,3
U76400,N25079,4
U76400,N26176,5
U76400,N36779,-3
U76400,N4607,-4
U76400,N53037,-3
U76400,N54225,2
U76400,N5445,-4
U76400,N63779,-3
U76685,N25677,-3
U76685,N29862,4
U76685,N36019,-3
U76685,N53572,-3
U76685,N6074,4
U76685,N6400,-4
U76733,N12494,-3
U76733,N14185,-4
U76733,N15676,2
U76733,N17680,5
U76733,N20997,-4
U76733,N21378,2
U76733,N21383,-4
U76733,N264,4
U76733,N27448,2
U76733,N29862,5
U76733,N31958,4
U76733,N34130,-3
U76733,N41375,5
U76733,N43142,-4
U76733,N4607,-4
U76733,N47383,3
U76733,N47954,-4
U76733,N50775,4
U76733,N53572,3
U76733,N53880,3
U76733,N55166,-4
U76733,N59704,4
U76733,N63003,-3
U76733,N986,3
U76942,N10359,-3
U76942,N11929,-3
U76942,N15676,3
U76942,N18459,4
U76942,N19043,3
U76942,N22394,-4
U76942,N23864,4
U76942,N29862,5
U76942,N3542,-4
U76942,N36275,3
U76942,N36530,-4
U76942,N38367,-3
U76942,N44402,5
U76942,N4786,-3
U76942,N49319,4
U76942,N51176,3
U76942,N52294,-3
U76942,N53572,2
U76942,N54695,3
U76942,N55326,2
U76942,N55846,-3
U76942,N55856,4
U76942,N56499,-4
U76942,N56514,4
U76942,N58871,-3
U76942,N62282,-3
U76942,N62342,-4
U76942,N6400,-4
U76942,N65031,-4
U76942,N8305,2
U76993,N37352,-3
U76993,N39117,3
U76993,N46392,-3
U76993,N53531,-3
U76993,N53572,3
U76993,N55556,3
U76993,N59496,-4
U76993,N61388,2
U78125,N10059,5
U78125,N13008,4
U78125,N13408,2
U78125,N13556,5
U78125,N18030,5
U78125,N20036,-3
U78125,N20187,-4
U78125,N30290,4
U78125,N31958,2
U78125,N35216,2
U78125,N36779,3
U78125,N36786,5
U78125,N36940,-3
U78125,N42844,-4
U78125,N46976,-3
U78125,N53242,3
U78125,N55043,3
U78125,N5940,2
U78125,N6638,2
U81400,N19611,-4
U81400,N20036,4
U81400,N27927,-4
U81400,N30974,4
U81400,N31958,4
U81400,N36779,5
U81400,N44559,5
U81400,N49285,-4
U84314,N11930,3
U84314,N13408,5
U84314,N19990,-4
U84314,N28088,-3
U84314,N30290,5
U84314,N31958,-3
U84314,N35009,-4
U84314,N35369,3
U84314,N36779,2
U84314,N37352,3
U84314,N42844,-4
U84314,N45729,4
U84314,N46846,4
U84314,N47383,5
U84314,N49285,-4
U84314,N50775,2
U84314,N51692,5
U84314,N53572,4
U84314,N54571,4
U84314,N55189,2
U84314,N58098,-3
U84314,N5940,2
U84314,N62365,4
U84314,N6916,-4
U85401,N1150,5
U85401,N11930,4
U85401,N13408,5
U85401,N19990,-4
U85401,N20477,2
U85401,N37352,3
U85401,N42844,-4
U85401,N47347,3
U85401,N53572,5
U85401,N55846,5
U85401,N56663,5
U85401,N58098,-3
U85401,N5940,2
U85401,N6916,-4
U87219,N13081,4
U87219,N17242,4
U87219,N20036,2
U87219,N29490,-4
U87219,N2960,2
U87219,N30290,2
U87219,N36779,2
U87219,N36940,5
U87219,N41934,-3
U87219,N42767,4
U87219,N46917,4
U87219,N53346,-4
U87219,N5940,5
U87219,N60212,2
U87219,N61233,2
U89122,N15933,5
U89122,N19131,4
U89122,N19990,-4
U89122,N2003,2
U89122,N21778,-3
U89122,N29269,4
U89122,N29862,5
U89122,N34130,2
U89122,N34934,-4
U89122,N42844,-4
U89122,N49285,-4
U89122,N49588,5
U89122,N4985,3
U89122,N53572,4
U89122,N54528,3
U89122,N5559,-4
U89122,N56240,-4
U89122,N58098,-3
U89122,N5940,3
U89122,N60605,2
U89122,N62365,4
U89122,N63453,-4
U89122,N6400,-4
U89122,N6916,-4
U89122,N9804,5
U89150,N10078,3
U89150,N10867,-4
U89150,N1150,5
U89150,N19990,-4
U89150,N20036,4
U89150,N29177,-3
U89150,N30290,5
U89150,N31958,3
U89150,N33276,-3
U89150,N35671,2
U89150,N36779,3
U89150,N459,5
U89150,N46976,4
U89150,N49285,-4
U89150,N51089,-3
U89150,N53033,2
U89150,N53283,3
U89150,N5940,4
U89649,N11855,4
U89649,N14318,3
U89649,N16233,5
U89649,N18870,5
U89649,N19685,4
U89649,N20036,2
U89649,N20575,-4
U89649,N25691,3
U89649,N26136,4
U89649,N30290,5
U89649,N3046,3
U89649,N31958,4
U89649,N36759,2
U89649,N36779,2
U89649,N41797,2
U89649,N44796,2
U89649,N46917,4
U89649,N47966,4
U89649,N53242,-3
U89649,N5940,2
U89649,N60340,-4
U89649,N61388,2
U89649,N619,3
U89649,N63650,5
U89649,N9824,5
U92646,N10470,-3
U92646,N13408,3
U92646,N19990,-4
U92646,N20036,5
U92646,N30290,2
U92646,N31958,3
U92646,N36779,3
U92646,N42844,-4
U92646,N43595,5
U92646,N45794,-4
U92646,N46976,-3
U92646,N53283,5
U92646,N5940,5
U92646,N64273,-4
U92646,N6638,2
U93646,N11930,5
U93646,N14478,-3
U93646,N1729,2
U93646,N22129,-4
U93646,N29854,2
U93646,N29862,-3
U93646,N35861,2
U93646,N38311,-4
U93646,N40406,-4
U93646,N40982,-4
U93646,N50775,2
U93646,N53572,3
U93646,N55667,3
U93646,N56969,-3
U93646,N6400,-4
U93646,N65145,3
U9370,N13925,-4
U9370,N14452,3
U9370,N18870,-3
U9370,N20036,5
U9370,N32498,2
U9370,N36779,-3
U9487,N12349,-4
U9487,N19611,-4
U9487,N19990,-4
U9487,N20036,3
U9487,N20057,5
U9487,N29597,5
U9487,N30290,5
U9487,N31958,2
U9487,N36779,2
U9487,N42458,-4
U9487,N46976,3
U9487,N53283,2
U9487,N5940,5
U9487,N6638,4
