user_id,content_id,category,sub_category,title,abstract,IsHarmful,HarmCategory
U19519,N47558,Health,Wellness,Aubrey O'Day Responded to Critics Who Say Plastic Surgery Has Dramatically Changed Her Appearance,"I look in the mirror. I know what I look like, the 35-year-old singer says. ""I love me! I'm the happiest I've ever been.""",False,Non-harmful
U19519,N23119,Movies,Movies Celebrity,Jim Carrey and Ginger Gonzaga Split After Less Than a Year of Dating,Jim Carrey and Ginger Gonzaga Split After Less Than a Year of Dating,False,Non-harmful
U19519,N40299,Finance,Finance Companies,Starbucks opens its biggest store ever,Chicago just got a major caffeine jolt from Starbucks.,True,Controlling or coercive behaviour (CCB) offence
U19519,N21778,News,News US,"Two women were killed while climbing a steep, icy mountain in California","Jennifer Shedden, 34, and Michelle Xue, 22, were well-equipped for climbing the steep mountain segment, but officials believe the pair was struck by falling rocks and killed.",False,Non-harmful
U19519,N58090,Sports,Football NFL,Frustrated Antonio Brown has active morning on Twitter,"Receiver Antonio Brown continues to wait for his next opportunity, and he continues to be justifiably frustrated by the fact that the NFL's slow-moving investigation is essentially keeping Brown suspended without pay.",False,Non-harmful
U19519,N51852,News,News Politics,"'Climate change will not be on the agenda' of next G-7, White House says","While scientists continue to warn that climate change poses an existential threat to the planet, President Trump won't be talking about it at next year's G-7 summit at one of his Florida golf resorts. ""Climate change will not be on the agenda,"" acting chief of staff Mick Mulvaney told reporters gathered in the White House briefing room Thursday, without elaborating. Mulvaney announced that the G-7 meetings would be held on June 10 and 11 at at...",False,Non-harmful
U19519,N16233,News,News US,Felicity Huffman Is Scheduled to Be Released from Prison on October 27 After Serving 13 Days,Felicity Huffman's Release from Prison Set for Oct. 27,True,Terrorism offences
U19519,N9824,TV,TV Celebrity,Chrisleys sue Georgia tax official with link to estranged daughter,Todd and Julie Chrisley claim a Georgia tax official started a relationship with Lindsie Chrisley to get dirt on them.,False,Non-harmful
U19519,N63650,Health,Medical,What Causes Vertigo? 15 Things Doctors Wish You Knew,"The spinning, dizzying loss of balance that indicates vertigo can come without warning.",True,Extreme pornography offence
U19519,N18285,Sports,Football NFL,NFL Week 9 Power Rankings: More ammo for Belichick as greatest coach ever,Doug Farrar offers up myriad surprises in Touchdown Wire's Week 9 NFL Power Rankings.,True,Unlawful immigration and human trafficking offences
U19519,N51240,Sports,Basketball Ncaa Videos,Jeff Goodman's College Basketball Coaches on the Hot Seat,Who's on the hot seat in college basketball? Our Jeff Goodman brings you the highlights from his list on watchstadium.com.,True,Hate offences
U19519,N4355,News,News Crime,Woman who livestreamed fatal California crash is arrested again,"A California woman on parole after serving a sentence for driving drunk while livestreaming a crash that killed her younger sister was arrested Thursday after crashing a car during a police pursuit, officials said. Officers arrested Obdulia Sanchez, 20, on weapons and traffic charges and a parole violation, said Officer Joe Silva, a Stockton Police Department spokesman.",False,Non-harmful
U19519,N2028,Finance,Finance Companies,Costco is going to extremes to keep its rotisserie chickens at $4.99,"At the back of Costco's stores, past the televisions, jewelry, jumbo-sized ketchup jugs and tubs of mixed nuts, is one of the retailer's most prized items: The rotisserie chicken that costs just $4.99.",False,Non-harmful
U19519,N43061,Sports,Baseball Mlb,How Nationals ace Stephen Strasburg developed into MVP of World Series,Stephen Strasburg has come a long way since being taken No. 1 by the Nationals in 2009 -- and not just on the mound. We got a glimpse in Series.,False,Non-harmful
U19519,N8587,Weather,Weathertop Stories,Tropical storm warnings issued from Louisiana to Florida as storm takes aim,"Storm surge warnings have been issued from Apalachicola to Clearwater, Florida.",False,Non-harmful
U21602,N35216,Lifestyle,Lifestyle Royals,Queen Elizabeth Just Rode Horseback at Age 93,The British monarch isn't letting a small thing like age keep her from living her life.,False,Non-harmful
U21602,N18870,Lifestyle,Shop Holidays,Here Are the Biggest Deals We're Anticipating for Black Friday,"The Black Friday deals for 2019 have already begun leaking out. Get a sneak peek at what to expect from popular retailers like Costco, Walmart, and Best Buy. Browse our guide and use it to plan your attack for the biggest shopping event of the year.",False,Non-harmful
U21602,N49285,TV,TV Celebrity,"Pete Davidson, Kaia Gerber Are Dating, Trying to Stay 'Low Profile'","Pete Davidson, Kaia Gerber Are Dating, Trying to Stay 'Low Profile'",True,Sexual exploitation of adults offence
U21602,N62058,Sports,Football NFL,"What Tom Brady, Lamar Jackson Told Each Other After Patriots-Ravens",Tom Brady offered credit where it was due Sunday night in Baltimore. The Ravens handed Brady and the Patriots their first loss of the season in Week at M amp T Bank Stadium. The primetime,False,Non-harmful
U21602,N4607,Autos,Autos News,Cause determined in Jessi Combs' fatal speed record crash,Occurred at speeds near 550 mph,False,Non-harmful
U21602,N15676,News,News Crime,"Iowan convicted of murder claims his life-sentence was served once he died, was revived in medical emergency. The court disagrees.",An Iowa convicted of murder was rushed from prison to the hospital where his heart was restarted five times. Now he claims he should be freed,False,Non-harmful
U21602,N1120,Lifestyle,Lifestyle Royals,"The royal family refuses to watch 'The Crown' because it's too close to reality, according to a royal biographer","The third season of ""The Crown"" will premiere on Netflix on November 17 with Olivia Colman playing the Queen.",True,Intimate Image Abuse offences
U21602,N33337,TV,TV Celebrity,Bachelor in Paradise's Demi Burnett and Kristian Haggerty Break Up,"Demi Burnett and Kristian Haggerty, who had gotten engaged on season six of Bachelor in Paradise this year, have split. See the couple's statement about the break up.",False,Non-harmful
U21602,N37909,Health,Wellness,Exclusive: Brooke Shields Had to 'Forgive' Herself For Not Looking 'Like Other People',The 54-year-old opens up to SheKnows about the pressure she felt in the past to be thin and how having kids helped her forgive herself.,False,Non-harmful
U21602,N3500,Movies,Movies Celebrity,Michael Douglas Weighs In on College Admissions Scandal: It's 'Egregious',Michael Douglas Weighs In on College Admissions Scandal: It's 'Egregious',False,Non-harmful
U21602,N27738,News,News Politics,"House to hear from US official who said he overheard Trump, Sondland call","In a closed-door deposition, House investigators will hear from David Holmes, the U.S. embassy official who overheard Trump and Sondland speak about ""the investigations.""",False,Non-harmful
U21602,N20290,Music,Music Celebrity,Eddie Van Halen traveling to Germany to treat throat cancer,You won't believe how Eddie Van Halen thinks he got cancer.,False,Non-harmful
U21602,N63302,Lifestyle,Lifestyle Buzz,This Wedding Photo of a Canine Best Man Captures Just How Deep a Dog's Love Truly Is,"When Mark Doublet made his dog, Marley, the best man at his wedding, he took his duties very seriously, and a photo of them together has gone viral.",False,Non-harmful
U21602,N6916,Entertainment,Celebrity,THEN AND NOW: What all your favorite '90s stars are doing today,These heartthrobs and fan favorites made the 1990s one of the best decades of the century. Here's what they're up to now.,True,Firearms and other weapons offences
U21602,N56889,Travel,Travel News,Latest Australia shark attack sparks tourism concerns,Tourism operators want aerial shark patrols to be introduced in Australia's Whitsunday Islands as they try to stem falling visitor numbers following a spate of attacks along the Great Barrier Reef.,False,Non-harmful
U21602,N60799,Lifestyle,Lifestyle Celeb Style,The Most Stunning Evening Gowns in Miss America History,See the evolution from the 1920s through 2019.,False,Non-harmful
U21602,N47383,Sports,Golf,"This is it, this is the luckiest break in the history of golf","Belgium's Thomas Detry was the beneficiary of one of the all-time luckiest bounces you'll ever see in golf, and maybe all of sports.",False,Non-harmful
U21602,N40716,TV,TV Celebrity,Lori Loughlin Is 'Absolutely Terrified' After Being Hit With New Charge,Lori Loughlin Is 'Absolutely Terrified' After Being Hit With New Charge,True,Fraud and Financial services offences
U21602,N51852,News,News Politics,"'Climate change will not be on the agenda' of next G-7, White House says","While scientists continue to warn that climate change poses an existential threat to the planet, President Trump won't be talking about it at next year's G-7 summit at one of his Florida golf resorts. ""Climate change will not be on the agenda,"" acting chief of staff Mick Mulvaney told reporters gathered in the White House briefing room Thursday, without elaborating. Mulvaney announced that the G-7 meetings would be held on June 10 and 11 at at...",False,Non-harmful
U21602,N63421,Travel,Travel News,Australia's Qantas operates 19 ½ hour London-Sydney flight,"PERTH, Australia (AP)   Australia's national carrier Qantas has completed a 19-and-a-half hour non-stop flight from London to Sydney, part of a series of tests to assess the effects of very long-haul flights.",False,Non-harmful
U21602,N26026,Music,Music Celebrity,Miranda Lambert Reveals the Real Reason Behind Her Secret Wedding: 'It's Not for Everybody Else',Miranda Lambert Reveals Why She Secretly Married Brendan McLoughlin,True,Extreme pornography offence
U21602,N24409,Finance,Finance Real Estate,Analysis: California is becoming unlivable,The state is plagued by two major issues: wildfires and a lack of affordable housing. Each problem exacerbates the other.,True,Child Sexual Exploitation and Abuse (CSEA) offences
U21602,N4593,Movies,Movies Celebrity,"Emily Ratajkowski Is Being Sued for $150,000 Over an Instagram Photo",What's more? The photographer is also asking for all of the profits the model made off of his work.,False,Non-harmful
U21602,N57737,News,News US,"Missing Minnesota boy, 6, and his dog, found in cornfield by drone with thermal camera",A missing 6-year-old boy from Minnesota and his dog were found Wednesday after hundreds of volunteers   including one who used his own drone with a thermal camera   searched for him for hours.,False,Non-harmful
U21602,N43019,Travel,Travel Tips,18 things flight attendants wish you would stop doing,"From crowding the galley to walking around barefoot, here are things people do on a plane that are frustrating for these airline pros.",True,Proceeds of crime offences
U21602,N8220,Food And Drink,Food News,Costco Is Selling BBQ Brisket Slider Kits for the Easiest Weeknight Dinner,It's already cooked and ready to assemble. =L,False,Non-harmful
U21602,N18942,Food And Drink,Tips And Tricks,35 grocery store items you should never pay full price for,These grocery items and household staples should never be bought at full price. Save money at the store with coupons and sales.,True,Child Sexual Exploitation and Abuse (CSEA) offences
U21602,N50032,Lifestyle,Lifestyle Buzz,Meteorologist calls out body-shamer: 'I will not be strapping myself into a girdle',Tracy Hinson won't be giving up bread or pasta any time soon.,False,Non-harmful
U21602,N23571,News,News Politics,Hunter Biden Steps Down From Chinese Board as Trump Attacks,"Hunter Biden is stepping down from the board of a Chinese-backed private equity company and promising to forgo all foreign work if his father, former U.S. Vice President Joe Biden, is elected president in 2020.",True,Intimate Image Abuse offences
U21602,N871,TV,TV Celebrity,"Woman, suspect dead at 'Tarzan' actor Ron Ely's California residence","Ron Ely, who portrayed Tarzan in the TV series in the 60s, was not harmed and is alive and well, a sheriff's office spokesman said.",False,Non-harmful
U21602,N9824,TV,TV Celebrity,Chrisleys sue Georgia tax official with link to estranged daughter,Todd and Julie Chrisley claim a Georgia tax official started a relationship with Lindsie Chrisley to get dirt on them.,False,Non-harmful
U21602,N63650,Health,Medical,What Causes Vertigo? 15 Things Doctors Wish You Knew,"The spinning, dizzying loss of balance that indicates vertigo can come without warning.",True,Extreme pornography offence
U21602,N16233,News,News US,Felicity Huffman Is Scheduled to Be Released from Prison on October 27 After Serving 13 Days,Felicity Huffman's Release from Prison Set for Oct. 27,True,Terrorism offences
U21602,N57524,Lifestyle,Lifestyle Pets Animals,13 Animal Adoptions That Will Melt Your Heart,"Get the hankies ready and the sound the cute alarms: These touching tales of animal friends will hit you right in the ""aww"" spot. The post 13 Animal Adoptions That Will Melt Your Heart appeared first on Reader's Digest.",False,Non-harmful
U21602,N10414,Movies,Movie News,"Robert Evans, 'Chinatown' Producer and Paramount Chief, Dies at 89","Robert Evans, the Paramount executive who produced ""Chinatown"" and ""Urban Cowboy"" and whose life became as melodramatic and jaw-dropping as any of his films, died on Saturday night. He was 89. Even though Hollywood history is filled with colorful characters, few can match the tale of Evans, whose life would seem far-fetched if it were",False,Non-harmful
U21602,N16636,Sports,Football NFL,"Best, worst QB performances from NFL Week 7","Several quarterbacks had banner days on Sunday, while others will be looking to quickly forget Week 7.",False,Non-harmful
U21602,N13957,Food And Drink,Food News,How I Got My Job: Becoming a Chef and Food Stylist for America's Test Kitchen,Elle Simone Scott is making a splash on air and behind the scenes.,False,Non-harmful
U21602,N28058,Lifestyle,Lifestyle Buzz,Strange Dog Shows Up On Woman's Lawn   And Seems To Recognize Her,Kate Howard was sitting outside her home one afternoon after a memorial service when something amazing happened.,False,Non-harmful
U21602,N57255,Food And Drink,Food News,Italian Government Confiscates Prosecco-Flavored Pringles for Ridiculous Reason,"Pringles' Prosecco & Pink Peppercorn flavor was pulled from a supermarket in Veneto, despite its legit ingredient list.",False,Non-harmful
U21602,N34981,Sports,Football NFL,NFL midseason report cards: 32 things we learned while grading the teams,"In our midseason assessment, only two teams got an 'A'   and they might not be the teams you're thinking of. Meanwhile, two more received an 'F.'",False,Non-harmful
U21602,N1169,Sports,Football NFL,Here's What Bill Belichick Told Patriots' Defense In Sideline Huddles Vs. Jets,Multiple times during the New England Patriots' - demolition of the New York Jets ESPN cameras showed an animated Bill Belichick gathering his defense on the sideline for in-game coaching,False,Non-harmful
U21602,N45033,Sports,Football NFL,Cowboys DT Antwaun Woods 'pissed' that Jason Garrett sent him home for tardiness,Antwaun Woods and Trysten Hill were both sent a message when Cowboys coach Jason Garrett sent them home on Tuesday for being late to a team meeting.,False,Non-harmful
U21602,N27907,News,News World,"Trump's Syria letter reportedly made Erdogan so angry, he threw it in the trash",Trump's letter attempting to convince Erdogan not to attack U.S.-allied Kurds in Syria drew both condemnation and ridicule from critics in Washington.,False,Non-harmful
U21602,N53234,News,News US,Outer Banks storms unearth old shipwreck from 'Graveyard of the Atlantic',"A recent storm on the Outer Banks unearthed an old shipwreck buried on the beach in Hatteras Island. A local bar shared photos of the old wooden ship in its final resting place in the area known as ""The Graveyard of the Atlantic."" ""A Wreck across the street from The Wreck! A lot of sand has washed out with this Nor'Easter & look what's been exposed!"" The Wreck Tiki Bar in Hatteras, North ...",False,Non-harmful
U21602,N22519,Entertainment,Entertainment Celebrity,#SquashGoals! Adorable Snaps of Celebrity Kids at the Pumpkin Patch,Oh my gourd! These kids are the cutest little pumpkins in the patch!,False,Non-harmful
U21602,N7563,News,News US,Iowa family discovers horrifying basement filled with blood,It's been two weeks and the blood and fat are still seeping into the basement of Nick Lestina's home.,False,Non-harmful
U21602,N12384,Sports,Football NFL,Best and worst QB performances from NFL Week 6,"The 13 games played so far in NFL Week 6 were highlighted by a couple of epic offensive showdowns, some flawless masterpieces and a few rotten eggs. We're diving into the best and worst quarterback performances from the weekend's action, starting with the man who led the Houston Texans over the Kansas City Chiefs.",False,Non-harmful
U21602,N45794,News,News Crime,"Four flight attendants were arrested in Miami's airport after bringing in thousands in cash, police say","Four American Airlines flight attendants were arrested at the Miami International Airport and charged with money laundering after bringing large amounts of cash into the country, police said.",True,Foreign Interference Offence (FIO)
U21602,N42553,Lifestyle,Lifestyle Home And Garden,60+ No-Carve Pumpkin Ideas for Halloween,"Use paint, tape, glitter, and other fun accessories to create these easy designs.",False,Non-harmful
U21602,N17242,Health,Nutrition,Best Cancer-Fighting Drinks You Should Try Now,Certain beverages consumed daily may have cancer fighting properties you did not know about.,True,Proceeds of crime offences
U21602,N13081,News,News US,She Fought for Muslim Women. Then She Was Found Dead.,"Ola Salem was, by all accounts, fearless. As a teenager, she stood up to the managers of an amusement park after she was not allowed on rides because she was wearing a head scarf.",False,Non-harmful
U21602,N47020,News,News Opinion,The News In Cartoons,News as seen through the eyes of the nation's editorial cartoonists.,True,Sexual exploitation of adults offence
U21602,N26136,News,News World,U.S. diplomat's wife in fatal U.K. crash apologizes to victim's family,"Sorry just doesn't cut it, said the mother of Harry Dunn, 19, who was killed.",False,Non-harmful
U21602,N11855,News,News US,New Jersey woman sues waiter for spilling wine on her Hermès handbag,"The woman is seeking $30,000 for the light-pink luxury handbag, which has been discontinued.",False,Non-harmful
U21602,N47966,Travel,Travel News,Original Delta Airlines Flight Attendant Dies at 103,Sybil Peacock Harmon was a 24-year-old nursing school graduate when she was hired as one of Delta's first stewardesses in 1940.,False,Non-harmful
U21602,N36064,Finance,Finance Companies,More store closings coming: The list of retailers closing locations in 2019,"More than 10 months into 2019, more than 8,600 stores are slated to close and more closings are expected. Is your favorite store closing?",False,Non-harmful
U21602,N20620,Lifestyle,Lifestyle Did You Know,Here's What Malls Looked Like Back in the '50s,"Believe it or not, there was a time before food courts existed.",True,"Harassment, stalking, threats and abuse offences"
U21602,N23622,News,News US,"Schoharie limo crash: Faked brake work not to blame for wreck that killed 20, DA says",The Schoharie district attorney provided more information about the cause of the deadly October 2018 crash in a new court filing.,False,Non-harmful
U21602,N7632,Finance,Finance Companies,"Self-checkout encourages shoplifting, but stores love it anyway","A a recent review of shoplifting offenders, 72% said that self-checkout made theft easy to very easy; only 8% answered it made shoplifting more difficult.",False,Non-harmful
U21602,N2218,Finance,Markets,A global shipping revolution is weeks away   Here are the likely winners and losers,The biggest shake-up to the oil and shipping industry in decades is set to come into force in just over two months' time.,False,Non-harmful
U21602,N39462,Sports,Football Ncaa,New Mexico game vs. Air Force rescheduled after lineman Nahje Flowers' death,"One day after unexpected death of defensive lineman Nahje Flowers, New Mexico's scheduled Saturday game against Air Force has been moved to Nov. 23.",False,Non-harmful
U21602,N29862,Lifestyle,Shop Holidays,66 Cool Tech Gifts Anyone Would Be Thrilled to Receive,"Let's face it: everyone wants the newest, coolest tech gadget on the market, and we don't blame 'em.",True,Foreign Interference Offence (FIO)
U21602,N6074,Finance,Finance Real Estate,This stately home is having the ultimate yard sale,"Nicky Haslam's English country estate, The Hunting Lodge, is filled with precious treasures and almost all of them will be sold at auction next month.",True,Extreme pornography offence
U21602,N11020,Health,Health News,"Chicken recall: More than 2 million pounds recalled, may be contaminated with metal","Simmons Prepared Foods, Inc., based in Arkansas, is recalling more than 2 million pounds of its ready-to-cook chicken products, the USDA announced.",False,Non-harmful
U21602,N60215,Autos,Autos Classics,Pair Of 'New' 1987 Buick Grand Nationals Pulled From Garage After 30 Years,"This pair of Grand Nationals have only 1,400 miles combined!",False,Non-harmful
U21602,N38235,Finance,Markets,"Growth in global oil demand more than doubled in the third quarter, IEA reveals","Global oil demand in the third quarter of 2019 grew by 1.1 million barrels a day, more than double the previous quarter, according to the IEA.",False,Non-harmful
U21602,N7342,Travel,Voices,What Happens When Your Cruise Has to Rescue Another Ship,"Celebrity Cruises' 'Xpedition' ran aground in the Galapagos last week, but what followed was a master class in how to respond.",False,Non-harmful
U21602,N56240,Sports,Golf,"Gary McCord speaks out loudly about being dropped from CBS golf team: 'Bottom line, they fired me'",Gary McCord says that he was surprised by CBS' decision and disappointed with the way the network handled the situation after working there 30-plus years,False,Non-harmful
U21602,N24591,Lifestyle,Lifestyle Buzz,"A heartbreaking photo of a dog riding a bus alone went viral, and now people want to adopt her","A kennel is seeking the dog's owner. If no one comes forward, she will be put up for adoption.",False,Non-harmful
U21602,N55732,News,News Politics,Warren warns Facebook may help reelect Trump 'and profit off of it',"Democratic presidential candidate Sen. Elizabeth Warren (D-Mass.) criticized Facebook CEO Mark Zuckerberg on Thursday over a speech he made that day at Georgetown University, alleging that the social media founder's comments show ""how unprepared Facebook is to handle the 2020 election.""",True,Terrorism offences
U21602,N30028,Sports,Baseball Mlb,"Why Joe Girardi chose the Phillies, and where that leaves the Mets","We may never know the real reason why Joe Girardi was not hired as the Mets manager. We may also never know why neither Buck Showalter nor Dusty Baker even got an interview with them. Experience in winning in the majors   something all three had   should have been the primary criteria for the Mets after the disaster that was Mickey Callaway. In the end, was it money since Girardi, Showalter and Baker all would have been expected to command a...",True,Terrorism offences
U21602,N37977,Sports,Baseball Mlb,Giancarlo Stanton Out of Yankees Lineup for Game 2 Against Astros,"Well, this is more than a bit concerning. Only one day after showing how effective he can be with the bat on the big stage, Giancarlo Stanton is not in the Yankees' lineup for Sunday's ALCS Game 2 against the Astros and Justin Verlander. Though the Yanks went up 1-0 in the series on Saturday night, every game is crucial, and this benching raises alarm bells. Let's get back in there. #NextManUp pic.twitter.com/ovZgCKxT4z   New York Yankees...",False,Non-harmful
U21602,N25351,Sports,Basketball Nba,Michael Jordan: Steph Curry is not a Hall of Famer yet,"Michael Jordan thinks that Steph Curry isn't worthy of the hallowed halls of Springfield, Mass just yet.",False,Non-harmful
U21602,N55558,Lifestyle,Lifestyle Buzz,Police Surprise Woman Who Anonymously Baked Pizzelle Cookies for Years in Heartwarming Video,"Once the Medford Police learned the identity of the mystery woman who baked for them, AKA the ""Pizzelle Lady,"" they surprised her in this sweet viral video.",True,Unlawful immigration and human trafficking offences
U21602,N20609,News,News Politics,Mike Bloomberg keeps talking to allies about running for president as Joe Biden struggles against Elizabeth Warren,"Bloomberg has signaled he's ""still looking at"" running for president, but people close him say that the only way he could even go down that path is if Biden's fortunes suffer so much that he drops out before or during the early stages of the primary.",False,Non-harmful
U21602,N20057,Sports,Football NFL,"Tom Brady: When it comes to the future, my focus is on this season",I'm not thinking about many things beyond this week.,True,Proceeds of crime offences
U21602,N29597,Sports,Football NFL,"Yardbarker's NFL Week 6 game-by-game analysis, grades","The Chiefs stumbled against Houston, their second consecutive loss at home. Russell Wilson outdueled turnover machine Baker Mayfield in Cleveland. And how 'bout them Cowboys?! Here's Yardbarker's Week 6 whip-around.",True,Child Sexual Exploitation and Abuse (CSEA) offences
U21602,N9797,Lifestyle,Lifestyle Royals,The Queen just made history by officially ditching the use of real fur for the first time in her 67-year reign,Her Majesty has faced criticism from animal welfare groups for wearing real fur to royal engagements.,False,Non-harmful
U21602,N58264,Entertainment,Celebrity,Celebrity beach cruising for 2019,See all the stars who hit the beach this year!,False,Non-harmful
U21602,N6616,News,News Crime,Felicity Huffman Smiles as She Begins Community Service Following Prison Release,The 56-year-old actress was released from prison last month.,False,Non-harmful
U21602,N30867,News,Causes Environment,"The size of a bus, rare and endangered whale shark spotted off Florida coast","Bigger than Jaws, but not nearly as dangerous, the largest fish in the sea, a whale shark, was spotted off the Florida coast.",False,Non-harmful
U21602,N11005,News,News Politics,"Nunes Aide Is Leaking the Ukraine Whistleblower's Name, Sources Say","A top aide to Rep. Devin Nunes has been providing conservative politicians and journalists with information and misinformation about the anonymous whistleblower who triggered the biggest crisis of Donald Trump's presidency, two knowledgeable sources tell The Daily Beast.",False,Non-harmful
U21602,N2783,Finance,Finance Real Estate,Container and modular homes are popping up all over,"Living in a shipping container? You bet, when they look like this.",False,Non-harmful
U21602,N60383,News,News US,DeVos held in contempt for violating judge's order on student loans,"A federal judge on Thursday held Education Secretary Betsy DeVos in contempt of court and imposed a $100,000 fine for violating an order to stop collecting on the student loans owed by students of a defunct for-profit college.",False,Non-harmful
U21602,N15185,Video,Animals,Rescuer Runs Into Sewer to Grab King Cobra by the Tail,"When a 4-foot-long king cobra appeared near a popular tourist area in southern Thailand, animal rescuers had their work cut out for them. One rescuer had to chase the venomous reptile into a sewer pipe and grab it by its tail. King cobras are the world's longest venomous snakes. Their bites affect the central nervous system and can lead to death within half an hour. The head of this cobra was the size of a fist, and the creature weighed over 30 pounds.",False,Non-harmful
U21602,N41226,Entertainment,Video,Ariana Grande Trolls Kylie Jenner's 'Rise and Shine',Ariana Grande says she wants to sample Kylie Jenner singing to Stormi.,False,Non-harmful
U21602,N58090,Sports,Football NFL,Frustrated Antonio Brown has active morning on Twitter,"Receiver Antonio Brown continues to wait for his next opportunity, and he continues to be justifiably frustrated by the fact that the NFL's slow-moving investigation is essentially keeping Brown suspended without pay.",False,Non-harmful
U21602,N37352,Lifestyle,Shop Holidays,The Hottest Tech Gifts This Holiday Season,"If you need tech gifts for people on your list this holiday season but don't know what's affordable   while still being useful and maybe even dazzling   consult this list. We've got devices that will please television watchers, music lovers, fitness fans, gamers, neat freaks, and more, as well as smart-home users.",False,Non-harmful
U21602,N62365,Food And Drink,Recipes,The Unlikely Star of My Family's Thanksgiving Table,"It's hard to remember life before broccoli cheese rice casserole. Or, B.B.C.R.C.E. (Before Broccoli Cheese Rice Casserole Era). What did the Kim clan have to look forward to every Thanksgiving before the cheesy family-favorite side dish entered our lives? Stuffing, maybe. Green bean casserole. Macaroni and cheese. Ham in cola, a quirky recipe from Nigella Lawson that she picked up from the American South. Certainly nothing from the Korean...",True,Extreme pornography offence
U21602,N25691,TV,TV News,Kim Kardashian Puts Kanye West in His Place After He Asks 'Who' Her Sexy Met Gala Look Is for,KUWTK: Kanye West Disapproved of Kim Kardashian's Met Gala Look,False,Non-harmful
U21602,N3046,Lifestyle,Lifestyle Royals,See all the best photos of Prince William and Duchess Kate's royal tour of Pakistan,"In October 2019, the Duke and Duchess of Cambridge traveled to the country once famously visited by the late Princess Diana.",False,Non-harmful
U21602,N6194,Health,Health News,New Trump rule to make more health care rates public,The hospital industry says it will sue to stop it from taking effect.,True,Foreign Interference Offence (FIO)
U21602,N20078,Autos,Autos Enthusiasts,The Case for a Honda Accord Type R Sport Sedan? How Does 350-HP-Plus Sound?,It wouldn't be hard for Honda to build the sportiest factory Accord that's never existed,False,Non-harmful
U21602,N10560,Health,Medical,What Are Ocular Migraines and How Are They Different from Regular Migraines?,"For starters, ocular migraines are pretty rare.",False,Non-harmful
U21602,N58641,Lifestyle,Lifestyle Buzz,Woman Spots Deadly Animal Hiding In Photo Of Her Kids,Her unsuspecting children weren't the only ones posing for the pictures.,True,"Harassment, stalking, threats and abuse offences"
U21602,N63854,Sports,Football Ncaa,Greg Schiano reportedly making 'significant demands' in Rutgers talks,Ex-Tennessee HC Butch Jones remains fallback plan if Schiano talks implode.,False,Non-harmful
U21602,N42128,Movies,Movies Celebrity,Hugh Hefner's son Cooper weds 'Harry Potter' actress,"Cooper Hefner married Scarlett Byrne in Ventura, Calif., on Monday.",False,Non-harmful
U21602,N1219,Food And Drink,Recipes,Our 41 Favorite Fall Cakes,"Sure, there will be pie. But first, let's make cake.",True,Terrorism offences
U21602,N27759,Lifestyle,Lifestyle Cleaning And Organizing,12 Surprising Things You Should Never Clean with Water,"Wait! Before you fill up your cleaning bucket with good old H2O, think first about what you plan on cleaning. Though water may be your go-to for cleanup, it can damage or shorten the life of certain furnishings and fixtures. Read on to find out which household objects should never be subjected to water.",False,Non-harmful
U21602,N60184,Sports,Baseball Mlb,MLB bans women who flashed their chests behind home plate during Game 5 of World Series,MLB has indefinitely banned two women who flashed their chests on television during the seventh inning of Game 5 of the World Series on Sunday night.,True,Terrorism offences
U22123,N5940,Lifestyle,Lifestyle Royals,Meghan Markle and Hillary Clinton Secretly Spent the Afternoon Together at Frogmore Cottage,Meghan Markle Invites Hillary Clinton to Her Frogmore Cottage Home,False,Non-harmful
U22123,N62365,Food And Drink,Recipes,The Unlikely Star of My Family's Thanksgiving Table,"It's hard to remember life before broccoli cheese rice casserole. Or, B.B.C.R.C.E. (Before Broccoli Cheese Rice Casserole Era). What did the Kim clan have to look forward to every Thanksgiving before the cheesy family-favorite side dish entered our lives? Stuffing, maybe. Green bean casserole. Macaroni and cheese. Ham in cola, a quirky recipe from Nigella Lawson that she picked up from the American South. Certainly nothing from the Korean...",True,Extreme pornography offence
U22123,N27057,Finance,Markets,"Dow tops 28,000 for first time, capping 4-week win streak",The Dow Jones Industrial Average ended at another record high Friday after White House economic adviser Larry Kudlow said China and the U.S. were getting close to reaching a trade deal.,False,Non-harmful
U22123,N31958,Sports,Football NFL,Opinion: Colin Kaepernick is about to get what he deserves: a chance,The end may be near for the 3-year-old saga of Colin Kaepernick as the quarterback is scheduled to work out for teams on Saturday.,True,Fraud and Financial services offences
U22123,N46749,TV,TV Celebrity,Alex Rodriguez Jokingly Talks About Marrying Jennifer Lopez During Super Bowl Halftime Show,Alex Rodriguez Talks Marrying Jennifer Lopez During Super Bowl,False,Non-harmful
U22123,N34130,TV,TV Celebrity,The Kardashians Face Backlash Over 'Insensitive' Family Food Fight in KUWTK Clip,Kardashian's Face Backlash Over Family Food Fight,True,Sexual exploitation of adults offence
U22123,N7618,Autos,Autos News,Ford v Ferrari: the real story,The film about the epic Le Mans rivalry promises to be a must for car fans - and this is the real story behind it,True,Unlawful immigration and human trafficking offences
U22123,N35216,Lifestyle,Lifestyle Royals,Queen Elizabeth Just Rode Horseback at Age 93,The British monarch isn't letting a small thing like age keep her from living her life.,False,Non-harmful
U22123,N11930,Movies,Movies Gallery,The most talked about movie moments of the 2010s,"Let's try to emphasize the positive, but there's one particular sequence that was so special in its awfulness, it had to go on this list. See if you can guess which one it is.",False,Non-harmful
